0;0.55155889766729704
1;0.21849666267285286
2;0.086859761638671942
3;0.035269165821353657
4;0.015983151751711361
5;0.0099792849626630844
6;0.0086146247699355489
7;0.0083249363147929606
8;0.0082231101776183788
9;0.0081519154529663095
10;0.0080859965241359098
11;0.0080213328515760986
12;0.0079572813991969638
13;0.0078937441704954973
14;0.0078306990630438444
15;0.0077681406907857088
16;0.007706061435354121
17;0.0076444621651243598
18;0.0075833391687432665
19;0.0075226882357935223
20;0.0074625069295669337
21;0.0074027876520925745
22;0.0073435337960206749
23;0.0072847357711657949
24;0.0072263942428149987
25;0.0071685036786276433
26;0.0071110620865738145
27;0.0070540679182779118
28;0.0069975137971554279
29;0.0069414017152417485
30;0.0068857217145960308
31;0.0068304768943414284
32;0.006775660171055924
33;0.0067212705883444883
34;0.0066673043839097623
35;0.0066137593435443643
36;0.0065606287565036364
37;0.0065079152040445672
38;0.006455613375624461
39;0.0064037161165060204
40;0.0063522268929901652
41;0.0063011387724355283
42;0.0062504506476210309
43;0.0062001581671346411
44;0.0061502586757071175
45;0.0061007496662089994
46;0.0060516287759195585
47;0.0060028922460201306
48;0.0059545382323170758
49;0.0059065624536211335
50;0.0058589628473276201
51;0.0058117367582073117
52;0.00576488204558653
53;0.0057183956878646709
54;0.0056722734777259831
55;0.0056265132787083356
56;0.0055811139092577051
57;0.005536071829031524
58;0.0054913818758139561
59;0.0054470472933624628
60;0.0054030604125228122
61;0.0053594191665492412
62;0.0053161228186487681
63;0.0052731669434361306
64;0.0052305513925773282
65;0.0051882718890153877
66;0.0051463248924592097
67;0.0051047099578197296
68;0.0050634240640470389
69;0.0050224652184460506
70;0.0049818288472442216
71;0.0049415126662063387
72;0.0049015188111418539
73;0.0048618396874019849
74;0.0048224741130692
75;0.0047834196555614312
76;0.0047446761664395719
77;0.0047062409904763429
78;0.0046681095538381187
79;0.0046302797209574389
80;0.004592750675217582
81;0.0045555198414859348
82;0.0045185834508591977
83;0.0044819412864838268
84;0.004445590544651142
85;0.0044095294552218712
86;0.0043737527077885429
